step,lr-SGD,epoch,train_loss,test_acc,test_loss
3999,,1,0.6239656209945679,,
4049,0.005,,,,
4049,,1,0.43538665771484375,,
4099,0.005,,,,
4099,,1,0.5807658433914185,,
4149,0.005,,,,
4149,,1,0.8035613298416138,,
4199,0.005,,,,
4199,,1,0.8569751977920532,,
4249,0.005,,,,
4249,,1,0.9122283458709717,,
4299,0.005,,,,
4299,,1,0.7522493600845337,,
4349,0.005,,,,
4349,,1,0.4083535373210907,,
4399,0.005,,,,
4399,,1,0.7585462927818298,,
4449,0.005,,,,
4449,,1,1.0906435251235962,,
4499,0.005,,,,
4499,,1,0.993395209312439,,
4549,0.005,,,,
4549,,1,0.9939451217651367,,
4599,0.005,,,,
4599,,1,0.5973485112190247,,
4649,0.005,,,,
4649,,1,0.7302122116088867,,
4699,0.005,,,,
4699,,1,0.5468126535415649,,
4749,0.005,,,,
4749,,1,0.6050243973731995,,
4799,0.005,,,,
4799,,1,1.088882327079773,,
4849,0.005,,,,
4849,,1,0.8487390279769897,,
4899,0.005,,,,
4899,,1,1.756866216659546,,
4949,0.005,,,,
4949,,1,0.6176486611366272,,
4999,0.005,,,,
4999,,1,0.659196674823761,,
5049,0.005,,,,
5049,,1,0.6700348854064941,,
5099,0.005,,,,
5099,,1,0.6559058427810669,,
5149,0.005,,,,
5149,,1,0.6600257754325867,,
5199,0.005,,,,
5199,,1,0.5365661978721619,,
5249,0.005,,,,
5249,,1,0.5748634338378906,,
5299,0.005,,,,
5299,,1,0.7898971438407898,,
5349,0.005,,,,
5349,,1,0.9588648080825806,,
5399,0.005,,,,
5399,,1,0.6527597904205322,,
5449,0.005,,,,
5449,,1,0.8870461583137512,,
5499,0.005,,,,
5499,,1,0.7596868276596069,,
5549,0.005,,,,
5549,,1,0.9187210202217102,,
5599,0.005,,,,
5599,,1,1.062739372253418,,
5649,0.005,,,,
5649,,1,0.3836454749107361,,
5699,0.005,,,,
5699,,1,0.8303430676460266,,
5749,0.005,,,,
5749,,1,0.9999807476997375,,
5799,0.005,,,,
5799,,1,1.2560521364212036,,
5849,0.005,,,,
5849,,1,0.9775364398956299,,
5899,0.005,,,,
5899,,1,0.4952716529369354,,
5949,0.005,,,,
5949,,1,1.4124234914779663,,
5999,0.005,,,,
5999,,1,0.9101858735084534,,
6049,0.005,,,,
6049,,1,0.9475846886634827,,
6099,0.005,,,,
6099,,1,0.654495120048523,,
6149,0.005,,,,
6149,,1,0.6421700716018677,,
6199,0.005,,,,
6199,,1,0.7660647630691528,,
6249,0.005,,,,
6249,,1,0.9796033501625061,,
6299,0.005,,,,
6299,,1,0.9486821293830872,,
6349,0.005,,,,
6349,,1,0.6338343620300293,,
6399,0.005,,,,
6399,,1,0.7528758645057678,,
6449,0.005,,,,
6449,,1,0.9126535058021545,,
6499,0.005,,,,
6499,,1,0.7939959168434143,,
6549,0.005,,,,
6549,,1,1.3491140604019165,,
6599,0.005,,,,
6599,,1,0.8776185512542725,,
6649,0.005,,,,
6649,,1,0.7610557079315186,,
6699,0.005,,,,
6699,,1,1.0273269414901733,,
6749,0.005,,,,
6749,,1,1.2833125591278076,,
6799,0.005,,,,
6799,,1,1.0170915126800537,,
6849,0.005,,,,
6849,,1,0.5176070332527161,,
6899,0.005,,,,
6899,,1,0.6735919713973999,,
6949,0.005,,,,
6949,,1,0.9989646673202515,,
6999,0.005,,,,
6999,,1,0.9214437007904053,,
7049,0.005,,,,
7049,,1,1.000540018081665,,
7099,0.005,,,,
7099,,1,0.6803985238075256,,
7149,0.005,,,,
7149,,1,0.6148661971092224,,
7199,0.005,,,,
7199,,1,0.904922604560852,,
7249,0.005,,,,
7249,,1,0.7215067148208618,,
7299,0.005,,,,
7299,,1,0.6802461743354797,,
7349,0.005,,,,
7349,,1,0.7519227862358093,,
7399,0.005,,,,
7399,,1,0.9026734232902527,,
7449,0.005,,,,
7449,,1,0.9755115509033203,,
7499,0.005,,,,
7499,,1,0.5378925800323486,,
7549,0.005,,,,
7549,,2,0.9056094884872437,,
7599,0.005,,,,
7599,,2,0.8869733214378357,,
7649,0.005,,,,
7649,,2,0.8461994528770447,,
7699,0.005,,,,
7699,,2,0.5794903635978699,,
7749,0.005,,,,
7749,,2,0.8761411905288696,,
7799,0.005,,,,
7799,,2,0.7709924578666687,,
7849,0.005,,,,
7849,,2,0.6838165521621704,,
7899,0.005,,,,
7899,,2,0.6682049632072449,,
7949,0.005,,,,
7949,,2,1.4401236772537231,,
7999,0.005,,,,
7999,,2,0.5510830283164978,,
8049,0.005,,,,
8049,,2,1.0612972974777222,,
8099,0.005,,,,
8099,,2,0.5447848439216614,,
8149,0.005,,,,
8149,,2,1.050266981124878,,
8199,0.005,,,,
8199,,2,0.8693199753761292,,
8249,0.005,,,,
8249,,2,0.7366873621940613,,
8299,0.005,,,,
8299,,2,0.665509045124054,,
8349,0.005,,,,
8349,,2,0.9186004400253296,,
8399,0.005,,,,
8399,,2,0.7945137023925781,,
8449,0.005,,,,
8449,,2,0.6991649866104126,,
8499,0.005,,,,
8499,,2,0.274994820356369,,
8549,0.005,,,,
8549,,2,1.2614976167678833,,
8599,0.005,,,,
8599,,2,0.8324214816093445,,
8649,0.005,,,,
8649,,2,0.9917715787887573,,
8699,0.005,,,,
8699,,2,0.46280622482299805,,
8749,0.005,,,,
8749,,2,0.9343729615211487,,
8799,0.005,,,,
8799,,2,0.5381478667259216,,
8849,0.005,,,,
8849,,2,0.6199102997779846,,
8899,0.005,,,,
8899,,2,0.6929716467857361,,
8949,0.005,,,,
8949,,2,0.7609872221946716,,
8999,0.005,,,,
8999,,2,1.246972918510437,,
9049,0.005,,,,
9049,,2,0.8786571025848389,,
9099,0.005,,,,
9099,,2,0.5190919637680054,,
9149,0.005,,,,
9149,,2,0.9109613299369812,,
9199,0.005,,,,
9199,,2,0.3866291344165802,,
9249,0.005,,,,
9249,,2,0.7115985751152039,,
9299,0.005,,,,
9299,,2,0.7984249591827393,,
9349,0.005,,,,
9349,,2,1.2608848810195923,,
9399,0.005,,,,
9399,,2,0.7612992525100708,,
9449,0.005,,,,
9449,,2,0.563360869884491,,
9499,0.005,,,,
9499,,2,1.2435283660888672,,
9549,0.005,,,,
9549,,2,0.6561367511749268,,
9599,0.005,,,,
9599,,2,0.8527077436447144,,
9649,0.005,,,,
9649,,2,1.1123836040496826,,
9699,0.005,,,,
9699,,2,0.9994025826454163,,
9749,0.005,,,,
9749,,2,0.8365806937217712,,
9799,0.005,,,,
9799,,2,0.7279938459396362,,
9849,0.005,,,,
9849,,2,0.7353805303573608,,
9899,0.005,,,,
9899,,2,1.153193712234497,,
9949,0.005,,,,
9949,,2,0.9350458383560181,,
9999,0.005,,,,
9999,,2,0.7938297986984253,,
10049,0.005,,,,
10049,,2,0.9068751931190491,,
10099,0.005,,,,
10099,,2,0.7896016836166382,,
10149,0.005,,,,
10149,,2,1.3310694694519043,,
10199,0.005,,,,
10199,,2,1.1319456100463867,,
10249,0.005,,,,
10249,,2,1.002372145652771,,
10299,0.005,,,,
10299,,2,0.9500877857208252,,
10349,0.005,,,,
10349,,2,1.080399990081787,,
10399,0.005,,,,
10399,,2,0.9029525518417358,,
10449,0.005,,,,
10449,,2,0.7916383147239685,,
10499,0.005,,,,
10499,,2,0.38219016790390015,,
10549,0.005,,,,
10549,,2,0.920608639717102,,
10599,0.005,,,,
10599,,2,0.5069863200187683,,
10649,0.005,,,,
10649,,2,0.4892040491104126,,
10699,0.005,,,,
10699,,2,1.0933418273925781,,
10749,0.005,,,,
10749,,2,0.8864223957061768,,
10799,0.005,,,,
10799,,2,1.1680330038070679,,
10849,0.005,,,,
10849,,2,0.7121669054031372,,
10899,0.005,,,,
10899,,2,0.6428288221359253,,
10949,0.005,,,,
10949,,2,1.1383922100067139,,
10999,0.005,,,,
10999,,2,0.49767637252807617,,
11049,0.005,,,,
11049,,2,0.6124303936958313,,
11099,0.005,,,,
11099,,2,1.1489726305007935,,
11149,0.005,,,,
11149,,2,0.6703916192054749,,
11199,0.005,,,,
11199,,2,1.0708281993865967,,
11249,0.005,,,,
11249,,2,0.4121468961238861,,
11299,0.005,,,,
11299,,3,0.5020239949226379,,
11349,0.005,,,,
11349,,3,0.7324020862579346,,
11399,0.005,,,,
11399,,3,1.3173322677612305,,
11449,0.005,,,,
11449,,3,0.36461445689201355,,
11499,0.005,,,,
11499,,3,0.615164041519165,,
11549,0.005,,,,
11549,,3,0.576277494430542,,
11599,0.005,,,,
11599,,3,0.9940469861030579,,
11649,0.005,,,,
11649,,3,0.35869407653808594,,
11699,0.005,,,,
11699,,3,0.7350431680679321,,
11749,0.005,,,,
11749,,3,0.7670974731445312,,
11799,0.005,,,,
11799,,3,0.9002280235290527,,
11849,0.005,,,,
11849,,3,0.6810658574104309,,
11899,0.005,,,,
11899,,3,0.5279294848442078,,
11949,0.005,,,,
11949,,3,0.5845640897750854,,
11999,0.005,,,,
11999,,3,0.9932848811149597,,
12049,0.005,,,,
12049,,3,0.6891269087791443,,
12099,0.005,,,,
12099,,3,0.5440215468406677,,
12149,0.005,,,,
12149,,3,0.8962458968162537,,
12199,0.005,,,,
12199,,3,0.6099402904510498,,
12249,0.005,,,,
12249,,3,0.4384865462779999,,
12299,0.005,,,,
12299,,3,0.9099085330963135,,
12349,0.005,,,,
12349,,3,0.5889748334884644,,
12399,0.005,,,,
12399,,3,0.9875666499137878,,
12449,0.005,,,,
12449,,3,0.9022873640060425,,
12499,0.005,,,,
12499,,3,0.6231203675270081,,
12549,0.005,,,,
12549,,3,0.7174758315086365,,
12599,0.005,,,,
12599,,3,0.6207615733146667,,
12649,0.005,,,,
12649,,3,1.0760860443115234,,
12699,0.005,,,,
12699,,3,0.8466936349868774,,
12749,0.005,,,,
12749,,3,0.7206077575683594,,
12799,0.005,,,,
12799,,3,0.5070437788963318,,
12849,0.005,,,,
12849,,3,0.8337491750717163,,
12899,0.005,,,,
12899,,3,0.9682204723358154,,
12949,0.005,,,,
12949,,3,0.8256822228431702,,
12999,0.005,,,,
12999,,3,0.8655345439910889,,
13049,0.005,,,,
13049,,3,1.0796557664871216,,
13099,0.005,,,,
13099,,3,0.9227969646453857,,
13149,0.005,,,,
13149,,3,0.6318355798721313,,
13199,0.005,,,,
13199,,3,0.7098581790924072,,
13249,0.005,,,,
13249,,3,0.2349308431148529,,
13299,0.005,,,,
13299,,3,0.6663108468055725,,
13349,0.005,,,,
13349,,3,0.8748986124992371,,
13399,0.005,,,,
13399,,3,0.823707640171051,,
13449,0.005,,,,
13449,,3,0.9019109606742859,,
13499,0.005,,,,
13499,,3,1.1422451734542847,,
13549,0.005,,,,
13549,,3,0.9831655025482178,,
13599,0.005,,,,
13599,,3,0.8744577765464783,,
13649,0.005,,,,
13649,,3,0.8257341384887695,,
13699,0.005,,,,
13699,,3,0.931032657623291,,
13749,0.005,,,,
13749,,3,1.16244637966156,,
13799,0.005,,,,
13799,,3,0.4755362272262573,,
13849,0.005,,,,
13849,,3,0.8849817514419556,,
13899,0.005,,,,
13899,,3,0.6461573243141174,,
13949,0.005,,,,
13949,,3,1.6830233335494995,,
13999,0.005,,,,
13999,,3,0.686735987663269,,
14049,0.005,,,,
14049,,3,0.8944894671440125,,
14099,0.005,,,,
14099,,3,0.8675678372383118,,
14149,0.005,,,,
14149,,3,0.3497142493724823,,
14199,0.005,,,,
14199,,3,1.1443684101104736,,
14249,0.005,,,,
14249,,3,1.2148795127868652,,
14299,0.005,,,,
14299,,3,1.2264039516448975,,
14349,0.005,,,,
14349,,3,0.720425546169281,,
14399,0.005,,,,
14399,,3,0.6377784609794617,,
14449,0.005,,,,
14449,,3,0.8573387861251831,,
14499,0.005,,,,
14499,,3,0.7131654024124146,,
14549,0.005,,,,
14549,,3,0.7063239812850952,,
14599,0.005,,,,
14599,,3,1.1331572532653809,,
14649,0.005,,,,
14649,,3,0.7474997639656067,,
14699,0.005,,,,
14699,,3,0.6906880140304565,,
14749,0.005,,,,
14749,,3,0.46480098366737366,,
14799,0.005,,,,
14799,,3,0.6324237585067749,,
14849,0.005,,,,
14849,,3,1.0626435279846191,,
14899,0.005,,,,
14899,,3,0.776475191116333,,
14949,0.005,,,,
14949,,3,1.0169708728790283,,
14999,0.005,,,,
14999,,3,0.6280664801597595,,
15049,0.005,,,,
15049,,4,0.9454360604286194,,
15099,0.005,,,,
15099,,4,0.9748427271842957,,
15149,0.005,,,,
15149,,4,0.8363757729530334,,
15199,0.005,,,,
15199,,4,1.0432060956954956,,
15249,0.005,,,,
15249,,4,0.6137403845787048,,
15299,0.005,,,,
15299,,4,0.5950775146484375,,
15349,0.005,,,,
15349,,4,0.7668377161026001,,
15399,0.005,,,,
15399,,4,0.5032247304916382,,
15449,0.005,,,,
15449,,4,1.0046992301940918,,
15499,0.005,,,,
15499,,4,0.7401024103164673,,
15549,0.005,,,,
15549,,4,0.8296406865119934,,
15599,0.005,,,,
15599,,4,0.4250853359699249,,
15649,0.005,,,,
15649,,4,0.41253286600112915,,
15699,0.005,,,,
15699,,4,0.8367847204208374,,
15749,0.005,,,,
15749,,4,1.0471551418304443,,
15799,0.005,,,,
15799,,4,0.9241505861282349,,
15849,0.005,,,,
15849,,4,0.8009222745895386,,
15899,0.005,,,,
15899,,4,0.45754125714302063,,
15949,0.005,,,,
15949,,4,1.0322024822235107,,
15999,0.005,,,,
15999,,4,0.7048268914222717,,
16049,0.005,,,,
16049,,4,0.985129177570343,,
16099,0.005,,,,
16099,,4,0.6282542943954468,,
16149,0.005,,,,
16149,,4,1.4499439001083374,,
16199,0.005,,,,
16199,,4,0.8936591148376465,,
16249,0.005,,,,
16249,,4,0.6137771606445312,,
16299,0.005,,,,
16299,,4,0.5003750920295715,,
16349,0.005,,,,
16349,,4,0.03124981001019478,,
16399,0.005,,,,
16399,,4,0.9795783758163452,,
16449,0.005,,,,
16449,,4,0.7969176173210144,,
16499,0.005,,,,
16499,,4,0.6994883418083191,,
16549,0.005,,,,
16549,,4,0.8960687518119812,,
16599,0.005,,,,
16599,,4,1.0262984037399292,,
16649,0.005,,,,
16649,,4,0.6959435939788818,,
16699,0.005,,,,
16699,,4,0.8089780211448669,,
16749,0.005,,,,
16749,,4,0.7413618564605713,,
16799,0.005,,,,
16799,,4,0.9331741333007812,,
16849,0.005,,,,
16849,,4,0.6752911806106567,,
16899,0.005,,,,
16899,,4,1.1106417179107666,,
16949,0.005,,,,
16949,,4,0.6018896698951721,,
16999,0.005,,,,
16999,,4,0.9748936295509338,,
17049,0.005,,,,
17049,,4,1.5215332508087158,,
17099,0.005,,,,
17099,,4,1.6743978261947632,,
17149,0.005,,,,
17149,,4,0.7089698314666748,,
17199,0.005,,,,
17199,,4,0.5315546989440918,,
17249,0.005,,,,
17249,,4,0.9771276116371155,,
17299,0.005,,,,
17299,,4,0.4881385862827301,,
17349,0.005,,,,
17349,,4,0.7101212739944458,,
17399,0.005,,,,
17399,,4,0.376590758562088,,
17449,0.005,,,,
17449,,4,0.5479671359062195,,
17499,0.005,,,,
17499,,4,0.8972302675247192,,
17549,0.005,,,,
17549,,4,0.9403277635574341,,
17599,0.005,,,,
17599,,4,0.6062512993812561,,
17649,0.005,,,,
17649,,4,0.9464794993400574,,
17699,0.005,,,,
17699,,4,1.1450344324111938,,
17749,0.005,,,,
17749,,4,0.6286113858222961,,
17799,0.005,,,,
17799,,4,1.1629530191421509,,
17849,0.005,,,,
17849,,4,1.260758638381958,,
17899,0.005,,,,
17899,,4,0.33243513107299805,,
17949,0.005,,,,
17949,,4,0.6226895451545715,,
17999,0.005,,,,
17999,,4,1.113088607788086,,
18049,0.005,,,,
18049,,4,0.972130537033081,,
18099,0.005,,,,
18099,,4,0.6529441475868225,,
18149,0.005,,,,
18149,,4,0.7843315601348877,,
18199,0.005,,,,
18199,,4,0.1826876401901245,,
18249,0.005,,,,
18249,,4,0.7502105832099915,,
18299,0.005,,,,
18299,,4,1.0692532062530518,,
18349,0.005,,,,
18349,,4,0.7568241357803345,,
18399,0.005,,,,
18399,,4,0.7830824851989746,,
18449,0.005,,,,
18449,,4,1.2830758094787598,,
18499,0.005,,,,
18499,,4,1.2008196115493774,,
18549,0.005,,,,
18549,,4,0.41025471687316895,,
18599,0.005,,,,
18599,,4,0.5868856906890869,,
18649,0.005,,,,
18649,,4,0.39177390933036804,,
18699,0.005,,,,
18699,,4,1.3009209632873535,,
18749,0.005,,,,
18749,,4,0.579666256904602,,
18750,,5,,0.8912000060081482,0.29973432421684265
