lr-SGD,epoch,train_loss,step
,7,0.38939014077186584,29249
0.005,,,29299
,7,0.4887421429157257,29299
0.005,,,29349
,7,0.3355468213558197,29349
0.005,,,29399
,7,0.18803928792476654,29399
0.005,,,29449
,7,0.17986749112606049,29449
0.005,,,29499
,7,0.0799712985754013,29499
0.005,,,29549
,7,0.1348404586315155,29549
0.005,,,29599
,7,0.1007842868566513,29599
0.005,,,29649
,7,0.048835936933755875,29649
0.005,,,29699
,7,0.42130589485168457,29699
0.005,,,29749
,7,0.06876489520072937,29749
0.005,,,29799
,7,0.03351076319813728,29799
0.005,,,29849
,7,0.23698805272579193,29849
0.005,,,29899
,7,0.12051676958799362,29899
0.005,,,29949
,7,0.5428915619850159,29949
0.005,,,29999
,7,0.08856768906116486,29999
0.005,,,30049
,8,0.09581294655799866,30049
0.005,,,30099
,8,0.2885473072528839,30099
0.005,,,30149
,8,0.3637222349643707,30149
0.005,,,30199
,8,0.08618906885385513,30199
0.005,,,30249
,8,0.03621154651045799,30249
0.005,,,30299
,8,0.18449987471103668,30299
0.005,,,30349
,8,0.2294997274875641,30349
0.005,,,30399
,8,0.031512271612882614,30399
0.005,,,30449
,8,0.46012091636657715,30449
0.005,,,30499
,8,0.08888689428567886,30499
0.005,,,30549
,8,0.34329938888549805,30549
0.005,,,30599
,8,0.10711529850959778,30599
0.005,,,30649
,8,0.14752623438835144,30649
0.005,,,30699
,8,0.07501105964183807,30699
0.005,,,30749
,8,0.18490411341190338,30749
0.005,,,30799
,8,0.13082091510295868,30799
0.005,,,30849
,8,0.081717349588871,30849
0.005,,,30899
,8,0.09182140231132507,30899
0.005,,,30949
,8,0.3801470398902893,30949
0.005,,,30999
,8,0.1361197978258133,30999
0.005,,,31049
,8,0.44431668519973755,31049
0.005,,,31099
,8,0.05023900419473648,31099
0.005,,,31149
,8,0.6159173846244812,31149
0.005,,,31199
,8,0.067245714366436,31199
0.005,,,31249
,8,0.23375572264194489,31249
0.005,,,31299
,8,0.1359480321407318,31299
0.005,,,31349
,8,0.022076545283198357,31349
0.005,,,31399
,8,0.08847778290510178,31399
0.005,,,31449
,8,0.15468940138816833,31449
0.005,,,31499
,8,0.0800749734044075,31499
0.005,,,31549
,8,0.008742856793105602,31549
0.005,,,31599
,8,0.09719467908143997,31599
0.005,,,31649
,8,0.3267245888710022,31649
0.005,,,31699
,8,0.16454856097698212,31699
0.005,,,31749
,8,0.3125089406967163,31749
0.005,,,31799
,8,0.3922887444496155,31799
0.005,,,31849
,8,0.4947940409183502,31849
0.005,,,31899
,8,0.0660092681646347,31899
0.005,,,31949
,8,0.20119786262512207,31949
0.005,,,31999
,8,0.11801090091466904,31999
0.005,,,32049
,8,0.2424890100955963,32049
0.005,,,32099
,8,0.5916171073913574,32099
0.005,,,32149
,8,0.2523595094680786,32149
0.005,,,32199
,8,0.27584823966026306,32199
0.005,,,32249
,8,0.26096412539482117,32249
0.005,,,32299
,8,0.3346196711063385,32299
0.005,,,32349
,8,0.22608444094657898,32349
0.005,,,32399
,8,0.0805894285440445,32399
0.005,,,32449
,8,0.11390112340450287,32449
0.005,,,32499
,8,0.39466989040374756,32499
0.005,,,32549
,8,0.33529263734817505,32549
0.005,,,32599
,8,0.11742469668388367,32599
0.005,,,32649
,8,0.5289891958236694,32649
0.005,,,32699
,8,0.5909686088562012,32699
0.005,,,32749
,8,0.1925429105758667,32749
0.005,,,32799
,8,0.3475768268108368,32799
0.005,,,32849
,8,0.39507123827934265,32849
0.005,,,32899
,8,0.047680750489234924,32899
0.005,,,32949
,8,0.3469390273094177,32949
0.005,,,32999
,8,0.3296208381652832,32999
0.005,,,33049
,8,0.6548832654953003,33049
0.005,,,33099
,8,0.32553428411483765,33099
0.005,,,33149
,8,0.16709232330322266,33149
0.005,,,33199
,8,0.12812255322933197,33199
0.005,,,33249
,8,0.09324268251657486,33249
0.005,,,33299
,8,0.10659119486808777,33299
0.005,,,33349
,8,0.08234503865242004,33349
0.005,,,33399
,8,0.03772993013262749,33399
0.005,,,33449
,8,0.409599632024765,33449
0.005,,,33499
,8,0.05022608861327171,33499
0.005,,,33549
,8,0.031219081953167915,33549
0.005,,,33599
,8,0.11668635159730911,33599
0.005,,,33649
,8,0.09221357852220535,33649
0.005,,,33699
,8,0.5367428660392761,33699
0.005,,,33749
,8,0.11364743113517761,33749
0.005,,,33799
,9,0.12989965081214905,33799
0.005,,,33849
,9,0.2633797824382782,33849
0.005,,,33899
,9,0.38783788681030273,33899
0.005,,,33949
,9,0.08643818646669388,33949
0.005,,,33999
,9,0.028630968183279037,33999
0.005,,,34049
,9,0.16372303664684296,34049
0.005,,,34099
,9,0.24680958688259125,34099
0.005,,,34149
,9,0.036924660205841064,34149
0.005,,,34199
,9,0.4304392337799072,34199
0.005,,,34249
,9,0.1413905769586563,34249
0.005,,,34299
,9,0.317073792219162,34299
0.005,,,34349
,9,0.07106787711381912,34349
0.005,,,34399
,9,0.1292063146829605,34399
0.005,,,34449
,9,0.14076171815395355,34449
0.005,,,34499
,9,0.2114976942539215,34499
0.005,,,34549
,9,0.17805631458759308,34549
0.005,,,34599
,9,0.18572558462619781,34599
0.005,,,34649
,9,0.11865933984518051,34649
0.005,,,34699
,9,0.2729126513004303,34699
0.005,,,34749
,9,0.12879276275634766,34749
0.005,,,34799
,9,0.3310192823410034,34799
0.005,,,34849
,9,0.04152882844209671,34849
0.005,,,34899
,9,0.6729602813720703,34899
0.005,,,34949
,9,0.06904993206262589,34949
0.005,,,34999
,9,0.19660203158855438,34999
0.005,,,35049
,9,0.12561234831809998,35049
0.005,,,35099
,9,0.01234139408916235,35099
0.005,,,35149
,9,0.10601182281970978,35149
0.005,,,35199
,9,0.14722126722335815,35199
0.005,,,35249
,9,0.10299915075302124,35249
0.005,,,35299
,9,0.005627011880278587,35299
0.005,,,35349
,9,0.10885269939899445,35349
0.005,,,35399
,9,0.28156211972236633,35399
0.005,,,35449
,9,0.1305297613143921,35449
0.005,,,35499
,9,0.24902360141277313,35499
0.005,,,35549
,9,0.5454825758934021,35549
0.005,,,35599
,9,0.39313262701034546,35599
0.005,,,35649
,9,0.051126878708601,35649
0.005,,,35699
,9,0.1444513499736786,35699
0.005,,,35749
,9,0.07913605123758316,35749
0.005,,,35799
,9,0.3258165717124939,35799
0.005,,,35849
,9,0.5003119707107544,35849
0.005,,,35899
,9,0.22315238416194916,35899
0.005,,,35949
,9,0.26913654804229736,35949
0.005,,,35999
,9,0.3213002681732178,35999
0.005,,,36049
,9,0.22549599409103394,36049
0.005,,,36099
,9,0.2245960235595703,36099
0.005,,,36149
,9,0.10832998156547546,36149
0.005,,,36199
,9,0.09517261385917664,36199
0.005,,,36249
,9,0.36326879262924194,36249
0.005,,,36299
,9,0.3052365183830261,36299
0.005,,,36349
,9,0.10251330584287643,36349
0.005,,,36399
,9,0.5295159220695496,36399
0.005,,,36449
,9,0.5357450246810913,36449
0.005,,,36499
,9,0.14346805214881897,36499
0.005,,,36549
,9,0.42828989028930664,36549
0.005,,,36599
,9,0.4064420163631439,36599
0.005,,,36649
,9,0.08050283044576645,36649
0.005,,,36699
,9,0.5456173419952393,36699
0.005,,,36749
,9,0.31003543734550476,36749
0.005,,,36799
,9,0.5291480422019958,36799
0.005,,,36849
,9,0.3440701365470886,36849
0.005,,,36899
,9,0.341662734746933,36899
0.005,,,36949
,9,0.17941999435424805,36949
0.005,,,36999
,9,0.07203273475170135,36999
0.005,,,37049
,9,0.11451603472232819,37049
0.005,,,37099
,9,0.08667100220918655,37099
0.005,,,37149
,9,0.034686218947172165,37149
0.005,,,37199
,9,0.35262978076934814,37199
0.005,,,37249
,9,0.11817464232444763,37249
0.005,,,37299
,9,0.046736814081668854,37299
0.005,,,37349
,9,0.13952869176864624,37349
0.005,,,37399
,9,0.04784705489873886,37399
0.005,,,37449
,9,0.49052923917770386,37449
0.005,,,37499
,9,0.11394045501947403,37499
0.005,,,37549
,10,0.13172225654125214,37549
0.005,,,37599
,10,0.3165493905544281,37599
0.005,,,37649
,10,0.43036556243896484,37649
0.005,,,37699
,10,0.12118766456842422,37699
0.005,,,37749
,10,0.0311261098831892,37749
0.005,,,37799
,10,0.13351371884346008,37799
0.005,,,37849
,10,0.20298339426517487,37849
0.005,,,37899
,10,0.04551387578248978,37899
0.005,,,37949
,10,0.41602808237075806,37949
0.005,,,37999
,10,0.08933241665363312,37999
0.005,,,38049
,10,0.24455997347831726,38049
0.005,,,38099
,10,0.07240194827318192,38099
0.005,,,38149
,10,0.13145500421524048,38149
0.005,,,38199
,10,0.08096253126859665,38199
0.005,,,38249
,10,0.26497071981430054,38249
0.005,,,38299
,10,0.24395564198493958,38299
0.005,,,38349
,10,0.10109897702932358,38349
0.005,,,38399
,10,0.1281048059463501,38399
0.005,,,38449
,10,0.28121209144592285,38449
0.005,,,38499
,10,0.12503762543201447,38499
0.005,,,38549
,10,0.30341675877571106,38549
0.005,,,38599
,10,0.0298757404088974,38599
0.005,,,38649
,10,0.5722522139549255,38649
0.005,,,38699
,10,0.04071727767586708,38699
0.005,,,38749
,10,0.10862121731042862,38749
0.005,,,38799
,10,0.14054368436336517,38799
0.005,,,38849
,10,0.014014880172908306,38849
0.005,,,38899
,10,0.0597679577767849,38899
0.005,,,38949
,10,0.08559195697307587,38949
0.005,,,38999
,10,0.06660560518503189,38999
0.005,,,39049
,10,0.01118400227278471,39049
0.005,,,39099
,10,0.12929728627204895,39099
0.005,,,39149
,10,0.23082883656024933,39149
0.005,,,39199
,10,0.12344146519899368,39199
0.005,,,39249
,10,0.22446709871292114,39249
0.005,,,39299
,10,0.4516165256500244,39299
0.005,,,39349
,10,0.43062108755111694,39349
0.005,,,39399
,10,0.05399339646100998,39399
0.005,,,39449
,10,0.17417602241039276,39449
0.005,,,39499
,10,0.09327986091375351,39499
0.005,,,39549
,10,0.3063993752002716,39549
0.005,,,39599
,10,0.4722261428833008,39599
0.005,,,39649
,10,0.1412355899810791,39649
0.005,,,39699
,10,0.3897688090801239,39699
0.005,,,39749
,10,0.2793859541416168,39749
0.005,,,39799
,10,0.29372701048851013,39799
0.005,,,39849
,10,0.1937466710805893,39849
0.005,,,39899
,10,0.09305445849895477,39899
0.005,,,39949
,10,0.12129557132720947,39949
0.005,,,39999
,10,0.26552847027778625,39999
0.005,,,40049
,10,0.32267066836357117,40049
0.005,,,40099
,10,0.07229875028133392,40099
0.005,,,40149
,10,0.5119697451591492,40149
0.005,,,40199
,10,0.5936923027038574,40199
0.005,,,40249
,10,0.18234315514564514,40249
0.005,,,40299
,10,0.3344426453113556,40299
0.005,,,40349
,10,0.5215768814086914,40349
0.005,,,40399
,10,0.07383119314908981,40399
0.005,,,40449
,10,0.3658550977706909,40449
0.005,,,40499
,10,0.27422836422920227,40499
0.005,,,40549
,10,0.5560919046401978,40549
0.005,,,40599
,10,0.2641793489456177,40599
0.005,,,40649
,10,0.1186862662434578,40649
0.005,,,40699
,10,0.09348176419734955,40699
0.005,,,40749
,10,0.0882333442568779,40749
0.005,,,40799
,10,0.14679555594921112,40799
0.005,,,40849
,10,0.12517748773097992,40849
0.005,,,40899
,10,0.05708359181880951,40899
0.005,,,40949
,10,0.44342726469039917,40949
0.005,,,40999
,10,0.09866239875555038,40999
0.005,,,41049
,10,0.06260034441947937,41049
0.005,,,41099
,10,0.23957303166389465,41099
0.005,,,41149
,10,0.05932918190956116,41149
0.005,,,41199
,10,0.4279869496822357,41199
0.005,,,41249
,10,0.06626158207654953,41249
0.005,,,41299
,11,0.08776398748159409,41299
0.005,,,41349
,11,0.3117190897464752,41349
0.005,,,41399
,11,0.34102290868759155,41399
0.005,,,41449
,11,0.11604189872741699,41449
0.005,,,41499
,11,0.027819594368338585,41499
0.005,,,41549
,11,0.13889646530151367,41549
0.005,,,41599
,11,0.1736050844192505,41599
0.005,,,41649
,11,0.06639699637889862,41649
0.005,,,41699
,11,0.4173589050769806,41699
0.005,,,41749
,11,0.2025112360715866,41749
0.005,,,41799
,11,0.2537080645561218,41799
0.005,,,41849
,11,0.05712127685546875,41849
0.005,,,41899
,11,0.14818289875984192,41899
0.005,,,41949
,11,0.09022650122642517,41949
0.005,,,41999
,11,0.2414199858903885,41999
0.005,,,42049
,11,0.18007203936576843,42049
0.005,,,42099
,11,0.05860387906432152,42099
0.005,,,42149
,11,0.05645838379859924,42149
0.005,,,42199
,11,0.2935130298137665,42199
0.005,,,42249
,11,0.10364227741956711,42249
0.005,,,42299
,11,0.25263190269470215,42299
